target,placement_day,cancellation_day,distance_(km),placement_hours,placement_minutes,placement_seconds,cancellation_hours,cancellation_minutes,cancellation_seconds,personal_or_business_Personal,personal_or_business_nan,vehicle_type_Standard Bike,vehicle_type_nan,standard_or_express_Standard,standard_or_express_nan,platform_android,platform_desktop,platform_ios,platform_peer_web,platform_nan,cancelled_by_Staff,cancelled_by_nan,scheduled_Scheduled,scheduled_nan,placement_day_freq_encode,cancellation_day_freq_encode,placement_hours_freq_encode,placement_minutes_freq_encode,placement_seconds_freq_encode,cancellation_hours_freq_encode,cancellation_minutes_freq_encode,cancellation_seconds_freq_encode
0.0,2,2,11,12,28,12,12,42,54,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1043,1041,686,113,104,658,93,98
0.0,2,2,11,13,5,10,15,24,33,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1043,1041,670,93,127,718,108,96
3.0,2,2,12,14,6,42,14,17,34,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1043,1041,679,113,103,622,109,118
5.0,2,2,2,14,27,54,15,49,7,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1043,1041,679,102,125,718,110,103
1.0,2,2,4,8,2,1,8,8,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1043,1041,328,103,113,240,102,103
3.0,2,2,10,14,0,29,15,3,12,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1043,1041,679,126,111,718,110,94
4.0,2,2,0,9,15,41,9,20,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1043,1041,464,114,104,421,114,90
3.0,2,2,5,10,4,10,12,16,18,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1043,1041,633,112,127,658,90,111
1.0,2,2,8,10,38,42,10,54,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1043,1041,633,98,103,532,109,114
3.0,2,2,3,9,45,10,13,57,6,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1043,1041,464,119,127,631,101,118
0.0,2,2,15,12,35,30,15,31,13,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1043,1041,686,106,102,718,92,108
0.0,2,2,10,14,1,29,19,34,28,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1043,1041,679,112,111,182,84,114
0.0,2,2,21,11,26,28,15,3,42,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1043,1041,700,101,86,718,110,104
5.0,2,2,3,13,13,56,15,5,39,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1043,1041,670,118,95,718,107,132
4.0,2,2,23,14,6,30,15,29,23,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1043,1041,679,113,102,718,133,96
6.0,2,2,14,10,17,43,15,42,17,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1043,1041,633,120,108,718,93,128
1.0,2,2,15,8,53,42,9,10,13,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1043,1041,328,117,103,421,90,108
2.0,2,2,228,9,33,31,9,53,34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1043,1041,464,114,122,421,87,118
3.0,2,2,5,9,37,51,10,17,48,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1043,1041,464,115,107,532,109,113
3.0,2,2,7,17,12,0,19,28,6,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1043,1041,345,95,115,182,111,118
0.0,2,2,8,9,44,7,9,44,43,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1043,1041,464,114,100,421,123,120
3.0,2,2,10,14,4,3,15,3,40,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1043,1041,679,112,102,718,110,110
3.0,2,2,10,7,54,3,17,43,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1043,1041,127,132,102,436,102,151
4.0,2,2,14,9,56,11,15,35,44,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1043,1041,464,123,137,718,100,128
0.0,2,2,17,11,6,57,12,49,42,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1043,1041,700,113,115,658,110,104
0.0,2,2,2,13,46,20,13,52,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1043,1041,670,114,122,631,97,111
0.0,2,2,17,13,14,43,16,37,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1043,1041,670,101,108,662,97,151
2.0,2,2,18,13,15,18,13,21,56,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1043,1041,670,114,122,631,86,132
2.0,2,2,10,14,44,52,16,7,36,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1043,1041,679,114,95,662,109,122
3.0,2,2,16,11,3,46,16,56,53,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1043,1041,700,113,96,662,100,94
0.0,2,2,6,12,5,48,15,2,53,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1043,1041,686,93,104,718,109,94
0.0,2,2,13,11,15,14,13,23,26,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1043,1041,700,114,108,631,120,100
6.0,2,2,10,9,58,33,15,35,8,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1043,1041,464,107,112,718,100,103
0.0,2,2,8,11,7,59,11,38,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1043,1041,700,106,97,613,112,122
0.0,2,2,7,11,42,45,15,10,31,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1043,1041,700,101,124,718,90,114
4.0,2,2,4,14,11,39,18,38,10,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1043,1041,679,119,119,277,112,95
3.0,2,2,24,10,27,20,10,29,42,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1043,1041,633,102,122,532,133,104
3.0,2,2,13,12,57,47,17,5,11,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1043,1041,686,99,104,436,107,111
0.0,2,2,2,7,48,52,7,58,21,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1043,1041,127,124,95,96,118,92
0.0,2,2,10,13,11,5,14,18,36,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1043,1041,670,119,136,622,114,122
5.0,2,2,11,8,30,52,9,48,57,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1043,1041,328,126,95,421,103,111
5.0,2,2,10,14,27,41,16,22,26,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1043,1041,679,102,104,662,125,100
0.0,2,2,8,9,33,44,15,9,11,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1043,1041,464,114,121,718,100,111
2.0,2,2,7,10,13,29,10,13,41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1043,1041,633,118,111,532,97,101
3.0,2,2,0,14,40,47,14,47,43,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1043,1041,679,105,104,622,102,120
1.0,2,2,28,13,54,5,14,37,49,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1043,1041,670,132,136,622,97,142
0.0,2,2,3,13,57,27,15,51,49,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1043,1041,670,99,112,718,114,142
0.0,2,2,3,14,0,47,14,20,24,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1043,1041,679,126,104,622,114,115
2.0,2,2,1,13,34,19,13,36,7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1043,1041,670,102,98,631,94,103
1.0,2,2,9,14,29,14,14,29,26,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1043,1041,679,127,108,622,133,100
3.0,2,2,27,15,17,46,16,3,24,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1043,1041,748,120,96,662,110,115
0.0,2,2,10,17,26,59,17,37,28,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1043,1041,345,101,97,436,97,114
1.0,2,2,13,16,9,17,16,11,49,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1043,1041,572,108,112,662,107,142
0.0,2,2,10,19,18,5,19,39,39,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1043,1041,133,104,136,182,97,132
1.0,2,2,9,15,47,45,15,52,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1043,1041,748,122,124,718,97,103
0.0,2,2,20,15,36,51,15,37,39,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1043,1041,748,98,107,718,97,132
5.0,2,2,17,16,13,9,16,32,47,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1043,1041,572,118,118,662,103,96
1.0,2,2,14,17,10,27,17,10,39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1043,1041,345,118,112,436,90,132
3.0,2,3,0,16,53,25,10,18,59,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1043,1193,572,117,96,532,114,118
5.0,2,2,9,15,58,38,15,58,47,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1043,1041,748,107,137,718,118,96
0.0,2,2,4,16,36,31,17,20,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1043,1041,572,98,122,436,114,111
3.0,2,3,20,15,21,14,3,0,49,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1043,1193,748,97,108,333,411,142
3.0,2,2,0,15,34,58,15,57,46,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1043,1041,748,102,116,718,101,103
3.0,2,3,13,15,58,47,3,0,49,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1043,1193,748,107,104,333,411,142
3.0,2,2,2,15,31,56,15,32,33,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1043,1041,748,112,95,718,103,96
0.0,2,2,10,19,40,8,19,41,59,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1043,1041,133,105,99,182,108,118
3.0,2,2,14,19,40,57,19,45,50,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1043,1041,133,105,115,182,122,118
0.0,2,2,24,15,30,52,16,25,43,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1043,1041,748,126,95,662,123,120
3.0,2,2,0,16,8,12,18,33,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1043,1041,572,109,104,277,112,111
3.0,2,2,31,15,59,16,18,9,38,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1043,1041,748,99,101,277,100,103
3.0,2,2,4,18,39,26,18,52,35,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1043,1041,229,100,129,277,97,94
3.0,2,2,0,17,22,52,18,31,58,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1043,1041,345,116,95,277,92,119
3.0,2,2,18,16,9,47,20,5,39,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1043,1041,572,108,104,90,107,132
0.0,2,2,17,15,18,5,17,2,46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1043,1041,748,104,136,436,109,103
1.0,2,2,12,20,22,26,20,22,48,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1043,1041,80,116,129,90,125,113
3.0,2,2,4,18,41,20,18,52,47,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1043,1041,229,103,122,277,97,96
3.0,2,3,0,15,36,12,3,0,49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1043,1193,748,98,104,333,411,142
0.0,2,2,13,18,56,32,20,29,40,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1043,1041,229,123,111,90,133,110
0.0,2,2,5,18,15,29,18,41,6,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1043,1041,229,114,111,277,108,118
4.0,2,3,0,13,5,12,10,28,42,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1043,1193,670,93,104,532,111,104
1.0,2,2,11,10,14,57,10,15,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1043,1041,633,101,115,532,89,111
3.0,2,2,9,16,2,11,19,15,52,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1043,1041,572,103,137,182,89,100
1.0,2,2,9,14,24,4,14,24,54,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1043,1041,679,121,120,622,108,98
1.0,2,2,2,10,11,24,10,19,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1043,1041,633,119,92,532,109,100
5.0,2,2,10,6,58,38,11,36,8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1043,1041,51,107,137,613,94,103
3.0,2,2,13,11,54,18,14,35,13,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1043,1041,700,132,122,622,100,108
0.0,2,2,4,17,13,22,17,38,28,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1043,1041,345,118,108,436,112,114
1.0,2,2,2,9,50,8,9,50,27,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1043,1041,464,128,99,421,128,119
0.0,2,3,28,11,32,41,11,36,28,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1043,1193,700,109,104,613,94,114
0.0,2,2,6,16,48,51,16,59,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1043,1041,572,124,107,662,100,95
3.0,2,2,7,10,30,12,10,41,12,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1043,1041,633,126,104,532,108,94
0.0,2,2,16,13,24,30,18,49,49,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1043,1041,670,121,102,277,110,142
1.0,2,2,2,10,9,15,10,9,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1043,1041,633,108,104,532,100,114
0.0,2,2,5,16,36,52,16,52,54,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1043,1041,572,98,95,662,97,98
5.0,2,2,8,14,37,48,15,23,59,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1043,1041,679,115,104,718,120,118
2.0,2,2,16,16,42,49,16,43,22,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1043,1041,572,101,108,662,102,102
3.0,2,2,26,15,30,22,16,38,6,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1043,1041,748,126,108,662,112,118
1.0,2,2,9,12,30,55,12,31,20,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1043,1041,686,126,110,658,92,102
5.0,2,2,8,11,27,26,11,33,19,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1043,1041,700,102,129,613,112,102
0.0,2,2,14,5,29,11,7,21,43,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1043,1041,16,127,137,96,86,120
0.0,2,2,3,16,25,42,16,35,40,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1043,1041,572,85,103,662,100,110
5.0,2,2,9,14,33,40,14,38,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1043,1041,679,114,96,622,112,118
3.0,2,2,17,10,18,42,11,26,36,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1043,1041,633,104,103,613,100,122
1.0,2,2,37,9,17,10,9,17,49,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1043,1041,464,120,127,421,109,142
1.0,2,2,16,16,25,17,16,26,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1043,1041,572,85,112,662,100,108
1.0,2,2,6,14,27,27,14,27,57,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1043,1041,679,102,112,622,97,111
3.0,2,2,5,10,56,40,17,27,5,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1043,1041,633,123,96,436,97,89
1.0,2,2,8,12,50,21,12,59,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1043,1041,686,128,100,658,100,124
3.0,2,2,15,12,37,40,12,52,39,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1043,1041,686,115,96,658,97,132
3.0,2,2,2,12,57,48,17,45,22,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1043,1041,686,99,104,436,122,102
6.0,2,2,5,16,8,57,17,49,47,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1043,1041,572,109,115,436,110,96
5.0,2,2,4,13,58,11,18,0,54,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1043,1041,670,107,137,277,411,98
1.0,2,2,2,9,47,36,9,47,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1043,1041,464,122,107,421,102,100
5.0,2,2,34,17,2,51,17,5,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1043,1041,345,103,107,436,107,92
5.0,2,2,3,14,22,24,17,16,6,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1043,1041,679,116,92,436,90,118
1.0,2,2,2,9,52,14,9,52,30,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1043,1041,464,116,108,421,97,99
3.0,2,2,7,16,0,19,16,16,59,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1043,1041,572,126,98,662,90,118
0.0,2,2,19,15,43,1,16,43,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1043,1041,748,112,113,662,102,151
0.0,2,2,9,8,23,11,9,26,20,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1043,1041,328,115,137,421,100,102
3.0,2,2,9,14,33,21,20,25,9,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1043,1041,679,114,100,90,123,93
3.0,2,2,0,15,52,34,16,26,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1043,1041,748,116,100,662,100,111
1.0,2,2,4,11,38,5,11,38,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1043,1041,700,98,136,613,112,108
3.0,2,2,7,15,9,24,15,11,32,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1043,1041,748,108,92,718,107,112
2.0,2,2,30,16,32,22,16,33,25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1043,1041,572,109,108,662,112,118
0.0,2,2,9,13,56,0,16,46,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1043,1041,670,123,115,662,105,124
1.0,2,2,0,14,31,26,14,32,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1043,1041,679,112,129,622,103,102
3.0,2,2,7,10,0,15,11,14,47,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1043,1041,633,126,104,613,113,96
1.0,2,2,9,13,17,20,13,17,33,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1043,1041,670,120,122,631,109,96
3.0,2,2,17,12,53,28,13,2,45,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1043,1041,686,117,86,631,109,103
5.0,2,2,6,12,53,42,13,6,41,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1043,1041,686,117,103,631,107,101
0.0,2,2,18,10,2,59,10,9,56,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1043,1041,633,103,97,532,100,132
0.0,2,2,16,9,51,0,9,51,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1043,1041,464,113,115,421,114,102
5.0,2,2,4,14,36,2,16,59,19,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1043,1041,679,98,119,662,100,102
2.0,2,2,4,17,53,27,17,54,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1043,1041,345,117,112,436,109,111
0.0,2,2,10,11,38,41,11,44,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1043,1041,700,98,104,613,123,103
3.0,2,2,25,10,52,23,11,27,50,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1043,1041,633,116,118,613,97,118
2.0,2,2,16,14,27,13,14,27,45,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1043,1041,679,102,125,622,97,103
0.0,2,2,6,8,48,33,8,54,14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1043,1041,328,124,112,240,109,100
0.0,2,2,9,20,2,32,20,7,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1043,1041,80,103,111,90,109,116
3.0,2,2,17,14,28,51,18,44,20,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1043,1041,679,113,107,277,123,102
2.0,2,2,10,11,44,57,11,45,11,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1043,1041,700,114,115,613,122,111
0.0,2,2,5,9,52,36,10,11,42,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1043,1041,464,116,107,532,107,104
5.0,2,2,4,13,50,7,15,29,39,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1043,1041,670,128,100,718,133,132
0.0,2,2,9,13,53,51,14,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1043,1041,670,117,107,622,97,205
0.0,2,2,9,9,13,44,11,29,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1043,1041,464,118,121,613,133,95
0.0,2,2,15,15,27,4,15,46,44,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1043,1041,748,102,120,718,105,128
1.0,2,2,22,13,29,4,15,38,18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1043,1041,670,127,120,718,112,111
0.0,2,2,2,14,4,15,17,40,50,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1043,1041,679,112,104,436,113,118
3.0,2,2,10,16,33,26,17,34,48,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1043,1041,572,114,129,436,84,113
3.0,2,2,98,9,40,42,13,17,39,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1043,1041,464,105,103,631,109,132
3.0,2,3,11,10,14,32,3,0,44,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1043,1193,633,101,111,333,411,128
1.0,2,2,3,10,8,42,10,8,52,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1043,1041,633,109,103,532,102,100
3.0,2,2,0,15,54,29,16,26,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1043,1041,748,132,111,662,100,90
3.0,2,2,7,15,47,55,17,55,10,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1043,1041,748,122,110,436,99,95
3.0,2,2,231,9,29,49,10,12,50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1043,1041,464,127,108,532,106,118
3.0,2,2,231,8,13,4,10,5,49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1043,1041,328,118,120,532,107,142
3.0,2,2,9,14,39,32,15,4,17,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1043,1041,679,100,111,718,89,128
4.0,2,2,0,9,25,34,11,19,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1043,1041,464,85,100,613,109,114
1.0,2,2,2,10,26,33,10,26,41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1043,1041,633,101,112,532,100,101
2.0,2,2,6,13,4,0,13,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1043,1041,670,112,115,631,107,118
1.0,2,2,21,9,6,49,10,30,28,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1043,1041,464,113,108,532,103,114
1.0,2,2,10,10,20,25,10,20,51,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1043,1041,633,118,96,532,114,110
0.0,3,3,5,11,32,43,11,39,37,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1245,1193,700,109,108,613,97,92
0.0,3,3,5,9,33,43,10,28,10,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1245,1193,464,114,108,532,111,95
2.0,3,3,70,9,27,9,9,30,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1245,1193,464,102,118,421,103,151
4.0,3,3,4,14,4,14,14,4,50,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1245,1193,679,112,108,622,89,118
1.0,3,3,13,10,4,34,10,13,11,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1245,1193,633,112,100,532,97,111
2.0,3,3,38,11,18,42,11,20,50,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1245,1193,700,104,103,613,114,118
3.0,3,3,20,10,52,31,14,54,17,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1245,1193,633,116,122,622,109,128
0.0,3,3,14,13,24,0,13,25,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1245,1193,670,121,115,631,123,102
1.0,3,3,19,12,13,30,12,13,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1245,1193,686,118,102,658,97,110
5.0,3,3,13,14,30,54,14,31,58,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1245,1193,679,126,125,622,92,119
1.0,3,3,7,11,17,4,11,27,19,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1245,1193,700,120,120,613,97,102
5.0,3,3,4,13,3,32,15,21,35,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1245,1193,670,113,111,718,86,94
1.0,3,3,30,11,0,31,11,1,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1245,1193,700,126,122,613,108,103
6.0,3,3,11,10,23,39,11,33,17,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1245,1193,633,115,119,613,112,128
1.0,3,3,19,12,11,15,12,12,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1245,1193,686,119,104,658,106,96
3.0,3,3,0,4,47,37,8,59,37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1245,1193,23,122,100,240,100,92
3.0,3,3,0,3,1,17,10,12,56,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1245,1193,13,112,112,532,106,132
5.0,3,3,16,11,47,39,11,47,56,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1245,1193,700,122,119,613,102,132
0.0,3,3,9,12,45,15,12,45,47,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1245,1193,686,119,104,658,122,96
2.0,3,3,12,13,20,28,13,20,38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1245,1193,670,118,86,631,114,103
3.0,3,3,0,3,1,17,10,13,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1245,1193,13,112,112,532,97,102
2.0,3,3,14,14,4,44,14,9,54,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1245,1193,679,112,121,622,100,98
3.0,3,3,0,3,56,54,10,13,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1245,1193,13,123,125,532,97,128
2.0,3,3,33,10,32,40,10,33,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1245,1193,633,109,96,532,112,89
1.0,3,3,18,9,55,56,9,56,17,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1245,1193,464,101,95,421,100,128
5.0,3,3,7,10,53,30,11,22,54,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1245,1193,633,117,102,613,125,98
2.0,3,3,4,10,11,10,10,22,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1245,1193,633,119,127,532,125,95
1.0,3,3,17,12,14,8,12,59,42,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1245,1193,686,101,99,658,100,104
1.0,3,3,33,10,29,14,10,30,22,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1245,1193,633,127,108,532,103,102
2.0,3,3,9,13,55,58,13,56,6,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1245,1193,670,101,116,631,100,118
0.0,3,3,8,12,8,20,12,14,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1245,1193,686,109,122,658,113,124
3.0,3,3,0,4,47,37,9,1,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1245,1193,23,122,100,421,108,114
5.0,3,3,6,13,45,30,14,22,53,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1245,1193,670,119,102,622,125,94
